content,reviewId,score,app,date
폴드3사용자 인데 메인화면비율이 안맞아 화면이 잘려요 ㅠ,2022-08-24 00:10:06,0.9749207496643066,hantu,2022
최적화 ui 수준이다름 여기는 걍 3g급이라면 다른곳은 5g임 새로운 어플 새로만들었다는데 더심각함 ㅋㅋ 기본적인 어플도 못만드는 사람들 모아서 새로 만들어봣자 뭐달라지겟어,2022-08-17 23:40:26,0.0038742348551750183,hantu,2022
시키때때로 시작화면서 로딩만 하네,2022-08-09 07:55:58,0.0023673984687775373,hantu,2022
앱이 로딩화면에서 안넘어감,2022-08-09 02:24:20,0.0051041943952441216,hantu,2022
로그인화면에서오늘오후부터계속멈춰있는데,2022-08-09 01:39:11,0.012375483289361,hantu,2022
한참 잘 사용하다가 오늘 5시이후 실행하면 첫화면만 나오고 아무 동작이 없습니다.,2022-08-09 00:46:15,0.006789118051528931,hantu,2022
종일 로딩화면에서 다음으로 넘어가질 않네요;;,2022-08-08 23:44:49,0.0026416403707116842,hantu,2022
아니 로딩화면에서 넘어가질 않으면..,2022-08-08 23:43:48,0.00613322714343667,hantu,2022
로딩화면에서 넘어가지를 않아요,2022-08-08 22:17:29,0.0041796257719397545,hantu,2022
첫 화면에서 아무것도 안됨 다운로딩도 안됨 앱 종료 말고는 아무것도 안됨,2022-08-08 21:55:04,0.007712404243648052,hantu,2022
로딩화면에서 아무 반응이 없어요...,2022-08-08 20:32:26,0.0070315636694431305,hantu,2022
첫화면에서 넘어가질 않고 지웠다 재설치해도 안되고 혹시 몰라 다른 휴대폰으로 해봐도 안되는거 보니 어플 문제,2022-08-08 20:11:32,0.0034736650995910168,hantu,2022
맨 첫화면에서 안넘어가고 지웠다 깔아도 똑같아요,2022-08-08 19:48:30,0.005228130146861076,hantu,2022
계속 로딩만뜨고 화면이안넘어가요....,2022-08-08 19:20:21,0.008972072042524815,hantu,2022
드루이드 재설치 했는데 그냥 2.3 한국투자증권 그화면만떠있고 멈춤현상입니다,2022-08-08 18:54:59,0.007036339957267046,hantu,2022
메인화면 version 2.3에서 진행이 안되요,2022-08-08 18:38:17,0.008177890442311764,hantu,2022
앱이 처음 화면에서 실행이 안됩니다.,2022-08-08 18:21:24,0.022530877962708473,hantu,2022
왜 앱을 실행시켰는데 화면에 실행하지않고 있을까요?,2022-08-08 18:11:11,0.030547691509127617,hantu,2022
접속이 안됨 뭐 보고싶어도 첫화면에서 안넘어감 아무 움직임도 없고 지워따 깔아도 똑같고 어쩌라고 어떻게 하라고 딴 증권사로 넘어가라고?,2022-08-08 18:01:52,0.008314236998558044,hantu,2022
재설치해도 첫 화면에서 계속 멈춥니다,2022-08-08 17:37:52,0.003693210892379284,hantu,2022
왜어플이 안들어가고 계속 ver 2.3이라는 화면에서 멈춰있죠??,2022-08-08 17:32:03,0.004773733671754599,hantu,2022
로그인 화면 조차 안나오고 실행이 안 되네요.,2022-08-08 17:25:41,0.011913933791220188,hantu,2022
잘되던앱이 첫화면에서 넘어가질 않습니다.,2022-08-08 17:02:14,0.0054527935571968555,hantu,2022
첫화면 버전정보에서 넘어가질 않습니다.,2022-08-08 17:00:36,0.004204582888633013,hantu,2022
로딩화면에서 계속 멈춰있는데 갑자기 이러네,2022-08-08 16:52:27,0.004633081611245871,hantu,2022
현재 접속 화면 먹통인데 빠른 조치 부탁 드립니다.,2022-08-08 16:51:09,0.011243934743106365,hantu,2022
왜 버젼정보 화면에서 더이상 진행이 안되나요??,2022-08-08 16:43:57,0.01675339601933956,hantu,2022
"로그인이 계속 안되고, 초기 화면에서만멈춰있어요..",2022-08-08 16:38:42,0.02870485931634903,hantu,2022
"지웠다가 다시 깔아도 로딩화면에서 넘어가질 않네요,",2022-08-08 16:38:24,0.004001588560640812,hantu,2022
첫화면에서 넘어가지 않는데 어디 불안해서 주식 하겠습니까,2022-08-08 16:36:56,0.003699198830872774,hantu,2022
걍화면자체가멈춤 너무느려요...,2022-08-08 16:34:55,0.005671720486134291,hantu,2022
로딩화면서 접속이 아예 안 되고 있어요,2022-08-08 16:24:08,0.00917002558708191,hantu,2022
어플 시작시 처음 화면에서 안넘어감.,2022-08-08 16:16:21,0.003918454982340336,hantu,2022
배경화면에서 넘어가지 않네요,2022-08-08 16:12:12,0.003631787607446313,hantu,2022
첫 화면에서 로그인이 잘 안되요 전화 ARS연결이 너무 안되는데 확인후 조치 바랍니다.,2022-07-20 19:25:31,0.045888710767030716,hantu,2022
GUI 깔끔하고 반응 속도도 괜찮네요,2022-07-13 09:07:59,0.9949907660484314,hantu,2022
박제영차장님 권유로 앱다운받아서 쓰고있는데 한눈에 보기쉽네요.,2022-07-08 17:00:49,0.9931914210319519,hantu,2022
잘되던앱이 오늘켜보니 시작화면에서 엄처오래있음 켜져서 들어가면 버벅이다 꺼짐.,2022-06-27 15:41:12,0.013701568357646465,hantu,2022
접속할려고 지문접촉하면 지문성공 했으면 화면이바퀴던지 누르면 또지문성공 그대로 또 지문 접속계속 바쁜데 그러다 틀리면접속회수많다고 접속끝..,2022-06-17 09:56:33,0.003949321340769529,hantu,2022
"해당 문제는 덱스모드에서 한국투자 앱을 사용할 때에만 나타나며, 모바일 화면에서 앱을 실행할 때에는 이런 문제가 발생하지 않습니다.",2022-06-09 11:49:38,0.020191330462694168,hantu,2022
한눈에 보기 어려움,2022-05-30 00:37:41,0.03573165461421013,hantu,2022
주식잔고 화면에서 주식매입가와 현재가를 맨 앞에서 볼 수 았도록해주세요.,2022-05-10 10:30:45,0.9942366480827332,hantu,2022
앱만 들어가면 로딩만 계속되고 다음화면으로 넘어가질않네요.,2022-05-06 12:43:55,0.004033931531012058,hantu,2022
요즘 어플이 이상해짐 ㅠ 그동안 잘 쓰고 있었고 다른 증권사 어플보다 깔끔하고 직관적이고 에러 안나서 좋아했는데 요즘 자꾸 멈추고 dx알림도 늦게 뜨고 이상함..,2022-05-06 11:45:40,0.007994058541953564,hantu,2022
"계좌 비밀번호를 입력할 때 ""가로보기가 제공되는 화면입니다""라고 뜨면서 뒤편 숫자가 입력되지않아 비밀번호 입력이 지연됩니다. -",2022-04-24 12:14:58,0.05369836464524269,hantu,2022
"주식 보유현황을 확인할 때 매입가, 보유량, 현재가 등이 한눈에 보이지않고 스크롤해야하는게 너무 불편합니다.",2022-04-24 12:14:58,0.9823257327079773,hantu,2022
그외 인터페이스같은건 불만이 없는데 이점이 참 아쉽네요,2022-04-24 09:44:19,0.039267636835575104,hantu,2022
"앱시작시 구동되는 드로이드 x 백신 때문인지, 첫 화면에서 백신 구동메세지 나오면서 상단 트레이 바에 드로이드 백신 아이콘 나오고, 다음에 증권 아이콘 잠시 나오더니 그냥 1분이상 멈춰버리거나 아예 다른 키도 안먹어 껏다 켜야 하는 현상이 자주 발생.",2022-04-13 14:14:05,0.019744906574487686,hantu,2022
다른 증권사 어플 처럼 좀 직관적으로 만드시길..,2022-04-10 21:24:28,0.009668969549238682,hantu,2022
UI도 딱딱하고 확인하는데 복잡한 과정을 거치지 않게 해주세용,2022-04-05 15:25:04,0.2136174440383911,hantu,2022
한투 앱이 가장 편하고 직관적이라 한투 썼는데 점점 무겁고 2021년부터 장 열려있는 시간에는 한 번에 켜지는 적이 별로 없어요,2022-04-04 12:27:37,0.16273197531700134,hantu,2022
화면이 안보이네요,2022-04-02 05:11:31,0.05967845395207405,hantu,2022
멈춤현상 너무심함 제발 어플인터페이스 수정도 필요,2022-04-01 22:54:55,0.008405765518546104,hantu,2022
갑자기 잔고화면이 먹통이 되네요...,2022-04-01 19:03:08,0.009613901376724243,hantu,2022
잔고 화면만 그러네요 다른건 다 되는데,2022-04-01 19:03:08,0.007265968713909388,hantu,2022
앱 UI가 상당히 불편합니다,2022-03-28 22:31:06,0.005853558890521526,hantu,2022
화면이 깔끔해서 보기편한데 한번씩 버퍼링이 심하니,2022-03-28 20:25:50,0.010425827465951443,hantu,2022
z폴드3에 맞게 인터페이스 크기변경이 안되는 유일한 증권앱 ㅡㅡ;,2022-03-28 11:49:04,0.0035202805884182453,hantu,2022
갤럭시폴드 화면비 업데이트 기다려봤는데 예정 없나보군요,2022-03-26 20:34:19,0.00781749002635479,hantu,2022
종목하고 전체화면 업데이트 하면 된건가요?,2022-03-26 13:26:08,0.011116272769868374,hantu,2022
세로화면 차트 거래량 밑으로 밀림 안보여요.,2022-03-25 16:57:58,0.006277129054069519,hantu,2022
아니 이거 민증촬영 검은화면에서 멈춰서 안나와요,2022-03-15 09:48:17,0.01176570076495409,hantu,2022
폴드3 화면 펼쳐서 앱 끄지 않아도 자꾸만 로그인하라고 떠요,2022-03-14 19:40:19,0.060760851949453354,hantu,2022
기본적인 UI는 좋은데..,2022-03-14 12:47:16,0.007607799023389816,hantu,2022
갤럭시 폴드3에서 메인화면(폈을때) 로그인 후에 다른.,2022-03-14 10:11:24,0.4532739818096161,hantu,2022
보조화면(접었을때)에선 계속 로그인되어잇는대 메인화면에서만 그러내요,2022-03-14 10:11:24,0.02886742539703846,hantu,2022
UI도 구리고;;,2022-03-02 17:10:10,0.002553159138187766,hantu,2022
